state,job_category,skill_level,min_wage_day,min_wage_month,max_hours_day,max_hours_week,overtime_multiplier,weekly_off,vda,last_updated
Rajasthan,Quality Inspector,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Delhi,Quality Inspector,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
West Bengal,Quality Inspector,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Forklift Operator,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Karnataka,Forklift Operator,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Kerala,Forklift Operator,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
Telangana,Forklift Operator,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Maharashtra,Forklift Operator,Unskilled,735,19110,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Forklift Operator,Unskilled,745,19370,8,48,2,1 day/week,Yes,2026
Gujarat,Forklift Operator,Unskilled,755,19630,8,48,2,1 day/week,Yes,2026
Rajasthan,Forklift Operator,Unskilled,765,19890,8,48,2,1 day/week,Yes,2026
Delhi,Forklift Operator,Unskilled,775,20150,8,48,2,1 day/week,Yes,2026
West Bengal,Forklift Operator,Unskilled,785,20410,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Supervisor,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Karnataka,Supervisor,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Kerala,Supervisor,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
Telangana,Supervisor,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Maharashtra,Supervisor,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Supervisor,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
Gujarat,Supervisor,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Rajasthan,Supervisor,Unskilled,780,20280,8,48,2,1 day/week,Yes,2026
Delhi,Supervisor,Unskilled,790,20540,8,48,2,1 day/week,Yes,2026
West Bengal,Supervisor,Unskilled,800,20800,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Office Boy,Unskilled,620,16120,8,48,2,1 day/week,Yes,2026
Karnataka,Office Boy,Unskilled,630,16380,8,48,2,1 day/week,Yes,2026
Kerala,Office Boy,Unskilled,640,16640,8,48,2,1 day/week,Yes,2026
Telangana,Office Boy,Unskilled,650,16900,8,48,2,1 day/week,Yes,2026
Maharashtra,Office Boy,Unskilled,660,17160,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Office Boy,Unskilled,670,17420,8,48,2,1 day/week,Yes,2026
Gujarat,Office Boy,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Rajasthan,Office Boy,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Delhi,Office Boy,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
West Bengal,Office Boy,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Janitor,Unskilled,635,16510,8,48,2,1 day/week,Yes,2026
Karnataka,Janitor,Unskilled,645,16770,8,48,2,1 day/week,Yes,2026
Kerala,Janitor,Unskilled,655,17030,8,48,2,1 day/week,Yes,2026
Telangana,Janitor,Unskilled,665,17290,8,48,2,1 day/week,Yes,2026
Maharashtra,Janitor,Unskilled,675,17550,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Janitor,Unskilled,685,17810,8,48,2,1 day/week,Yes,2026
Gujarat,Janitor,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Rajasthan,Janitor,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Delhi,Janitor,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
West Bengal,Janitor,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Lab Assistant,Unskilled,650,16900,8,48,2,1 day/week,Yes,2026
Karnataka,Lab Assistant,Unskilled,660,17160,8,48,2,1 day/week,Yes,2026
Kerala,Lab Assistant,Unskilled,670,17420,8,48,2,1 day/week,Yes,2026
Telangana,Lab Assistant,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Maharashtra,Lab Assistant,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Lab Assistant,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
Gujarat,Lab Assistant,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Rajasthan,Lab Assistant,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Delhi,Lab Assistant,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
West Bengal,Lab Assistant,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Nurse Assistant,Unskilled,665,17290,8,48,2,1 day/week,Yes,2026
Karnataka,Nurse Assistant,Unskilled,675,17550,8,48,2,1 day/week,Yes,2026
Kerala,Nurse Assistant,Unskilled,685,17810,8,48,2,1 day/week,Yes,2026
Telangana,Nurse Assistant,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Maharashtra,Nurse Assistant,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Nurse Assistant,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
Gujarat,Nurse Assistant,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Rajasthan,Nurse Assistant,Unskilled,735,19110,8,48,2,1 day/week,Yes,2026
Delhi,Nurse Assistant,Unskilled,745,19370,8,48,2,1 day/week,Yes,2026
West Bengal,Nurse Assistant,Unskilled,755,19630,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Caregiver,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Karnataka,Caregiver,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Kerala,Caregiver,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
Telangana,Caregiver,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Maharashtra,Caregiver,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Caregiver,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
Gujarat,Caregiver,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Rajasthan,Caregiver,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Delhi,Caregiver,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
West Bengal,Caregiver,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Farm Worker,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Karnataka,Farm Worker,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Kerala,Farm Worker,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
Telangana,Farm Worker,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Maharashtra,Farm Worker,Unskilled,735,19110,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Farm Worker,Unskilled,745,19370,8,48,2,1 day/week,Yes,2026
Gujarat,Farm Worker,Unskilled,755,19630,8,48,2,1 day/week,Yes,2026
Rajasthan,Farm Worker,Unskilled,765,19890,8,48,2,1 day/week,Yes,2026
Delhi,Farm Worker,Unskilled,775,20150,8,48,2,1 day/week,Yes,2026
West Bengal,Farm Worker,Unskilled,785,20410,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Textile Worker,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Karnataka,Textile Worker,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Kerala,Textile Worker,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
Telangana,Textile Worker,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Maharashtra,Textile Worker,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Textile Worker,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
Gujarat,Textile Worker,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Rajasthan,Textile Worker,Unskilled,780,20280,8,48,2,1 day/week,Yes,2026
Delhi,Textile Worker,Unskilled,790,20540,8,48,2,1 day/week,Yes,2026
West Bengal,Textile Worker,Unskilled,800,20800,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Food Processing Worker,Unskilled,620,16120,8,48,2,1 day/week,Yes,2026
Karnataka,Food Processing Worker,Unskilled,630,16380,8,48,2,1 day/week,Yes,2026
Kerala,Food Processing Worker,Unskilled,640,16640,8,48,2,1 day/week,Yes,2026
Telangana,Food Processing Worker,Unskilled,650,16900,8,48,2,1 day/week,Yes,2026
Maharashtra,Food Processing Worker,Unskilled,660,17160,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Food Processing Worker,Unskilled,670,17420,8,48,2,1 day/week,Yes,2026
Gujarat,Food Processing Worker,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Rajasthan,Food Processing Worker,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Delhi,Food Processing Worker,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
West Bengal,Food Processing Worker,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Hotel Staff,Unskilled,635,16510,8,48,2,1 day/week,Yes,2026
Karnataka,Hotel Staff,Unskilled,645,16770,8,48,2,1 day/week,Yes,2026
Kerala,Hotel Staff,Unskilled,655,17030,8,48,2,1 day/week,Yes,2026
Telangana,Hotel Staff,Unskilled,665,17290,8,48,2,1 day/week,Yes,2026
Maharashtra,Hotel Staff,Unskilled,675,17550,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Hotel Staff,Unskilled,685,17810,8,48,2,1 day/week,Yes,2026
Gujarat,Hotel Staff,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Rajasthan,Hotel Staff,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Delhi,Hotel Staff,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
West Bengal,Hotel Staff,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Kitchen Helper,Unskilled,650,16900,8,48,2,1 day/week,Yes,2026
Karnataka,Kitchen Helper,Unskilled,660,17160,8,48,2,1 day/week,Yes,2026
Kerala,Kitchen Helper,Unskilled,670,17420,8,48,2,1 day/week,Yes,2026
Telangana,Kitchen Helper,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Maharashtra,Kitchen Helper,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Kitchen Helper,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
Gujarat,Kitchen Helper,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Rajasthan,Kitchen Helper,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Delhi,Kitchen Helper,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
West Bengal,Kitchen Helper,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Security Supervisor,Unskilled,665,17290,8,48,2,1 day/week,Yes,2026
Karnataka,Security Supervisor,Unskilled,675,17550,8,48,2,1 day/week,Yes,2026
Kerala,Security Supervisor,Unskilled,685,17810,8,48,2,1 day/week,Yes,2026
Telangana,Security Supervisor,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Maharashtra,Security Supervisor,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Security Supervisor,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
Gujarat,Security Supervisor,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Rajasthan,Security Supervisor,Unskilled,735,19110,8,48,2,1 day/week,Yes,2026
Delhi,Security Supervisor,Unskilled,745,19370,8,48,2,1 day/week,Yes,2026
West Bengal,Security Supervisor,Unskilled,755,19630,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Field Executive,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Karnataka,Field Executive,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Kerala,Field Executive,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
Telangana,Field Executive,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Maharashtra,Field Executive,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Field Executive,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
Gujarat,Field Executive,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Rajasthan,Field Executive,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Delhi,Field Executive,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
West Bengal,Field Executive,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Sales Assistant,Unskilled,695,18070,8,48,2,1 day/week,Yes,2026
Karnataka,Sales Assistant,Unskilled,705,18330,8,48,2,1 day/week,Yes,2026
Kerala,Sales Assistant,Unskilled,715,18590,8,48,2,1 day/week,Yes,2026
Telangana,Sales Assistant,Unskilled,725,18850,8,48,2,1 day/week,Yes,2026
Maharashtra,Sales Assistant,Unskilled,735,19110,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Sales Assistant,Unskilled,745,19370,8,48,2,1 day/week,Yes,2026
Gujarat,Sales Assistant,Unskilled,755,19630,8,48,2,1 day/week,Yes,2026
Rajasthan,Sales Assistant,Unskilled,765,19890,8,48,2,1 day/week,Yes,2026
Delhi,Sales Assistant,Unskilled,775,20150,8,48,2,1 day/week,Yes,2026
West Bengal,Sales Assistant,Unskilled,785,20410,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Packaging Operator,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Karnataka,Packaging Operator,Unskilled,720,18720,8,48,2,1 day/week,Yes,2026
Kerala,Packaging Operator,Unskilled,730,18980,8,48,2,1 day/week,Yes,2026
Telangana,Packaging Operator,Unskilled,740,19240,8,48,2,1 day/week,Yes,2026
Maharashtra,Packaging Operator,Unskilled,750,19500,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Packaging Operator,Unskilled,760,19760,8,48,2,1 day/week,Yes,2026
Gujarat,Packaging Operator,Unskilled,770,20020,8,48,2,1 day/week,Yes,2026
Rajasthan,Packaging Operator,Unskilled,780,20280,8,48,2,1 day/week,Yes,2026
Delhi,Packaging Operator,Unskilled,790,20540,8,48,2,1 day/week,Yes,2026
West Bengal,Packaging Operator,Unskilled,800,20800,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Store Keeper,Unskilled,620,16120,8,48,2,1 day/week,Yes,2026
Karnataka,Store Keeper,Unskilled,630,16380,8,48,2,1 day/week,Yes,2026
Kerala,Store Keeper,Unskilled,640,16640,8,48,2,1 day/week,Yes,2026
Telangana,Store Keeper,Unskilled,650,16900,8,48,2,1 day/week,Yes,2026
Maharashtra,Store Keeper,Unskilled,660,17160,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Store Keeper,Unskilled,670,17420,8,48,2,1 day/week,Yes,2026
Gujarat,Store Keeper,Unskilled,680,17680,8,48,2,1 day/week,Yes,2026
Rajasthan,Store Keeper,Unskilled,690,17940,8,48,2,1 day/week,Yes,2026
Delhi,Store Keeper,Unskilled,700,18200,8,48,2,1 day/week,Yes,2026
West Bengal,Store Keeper,Unskilled,710,18460,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Security Guard,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Security Guard,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Security Guard,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Security Guard,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Security Guard,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Security Guard,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Security Guard,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Security Guard,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Security Guard,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Security Guard,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Housekeeping,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Housekeeping,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Housekeeping,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Housekeeping,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Housekeeping,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Housekeeping,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Housekeeping,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Housekeeping,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Housekeeping,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Housekeeping,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cleaner,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Cleaner,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Cleaner,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Cleaner,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Cleaner,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cleaner,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Cleaner,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Cleaner,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Cleaner,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Cleaner,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Factory Worker,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Factory Worker,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Factory Worker,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Factory Worker,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Factory Worker,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Factory Worker,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Factory Worker,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Factory Worker,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Factory Worker,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Factory Worker,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Electrician,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Electrician,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Electrician,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Electrician,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Electrician,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Electrician,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Electrician,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Electrician,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Electrician,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Electrician,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Plumber,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Plumber,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Plumber,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Plumber,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Plumber,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Plumber,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Plumber,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Plumber,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Plumber,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Plumber,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Carpenter,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Karnataka,Carpenter,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Kerala,Carpenter,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Telangana,Carpenter,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Maharashtra,Carpenter,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Carpenter,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
Gujarat,Carpenter,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Rajasthan,Carpenter,Semi-skilled,880,22880,8,48,2,1 day/week,Yes,2026
Delhi,Carpenter,Semi-skilled,890,23140,8,48,2,1 day/week,Yes,2026
West Bengal,Carpenter,Semi-skilled,900,23400,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Welder,Semi-skilled,720,18720,8,48,2,1 day/week,Yes,2026
Karnataka,Welder,Semi-skilled,730,18980,8,48,2,1 day/week,Yes,2026
Kerala,Welder,Semi-skilled,740,19240,8,48,2,1 day/week,Yes,2026
Telangana,Welder,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Maharashtra,Welder,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Welder,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Gujarat,Welder,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Rajasthan,Welder,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Delhi,Welder,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
West Bengal,Welder,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Driver,Semi-skilled,735,19110,8,48,2,1 day/week,Yes,2026
Karnataka,Driver,Semi-skilled,745,19370,8,48,2,1 day/week,Yes,2026
Kerala,Driver,Semi-skilled,755,19630,8,48,2,1 day/week,Yes,2026
Telangana,Driver,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Maharashtra,Driver,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Driver,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Gujarat,Driver,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Rajasthan,Driver,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Delhi,Driver,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
West Bengal,Driver,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Office Assistant,Semi-skilled,750,19500,8,48,2,1 day/week,Yes,2026
Karnataka,Office Assistant,Semi-skilled,760,19760,8,48,2,1 day/week,Yes,2026
Kerala,Office Assistant,Semi-skilled,770,20020,8,48,2,1 day/week,Yes,2026
Telangana,Office Assistant,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Maharashtra,Office Assistant,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Office Assistant,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Gujarat,Office Assistant,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Rajasthan,Office Assistant,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Delhi,Office Assistant,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
West Bengal,Office Assistant,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Data Entry Operator,Semi-skilled,765,19890,8,48,2,1 day/week,Yes,2026
Karnataka,Data Entry Operator,Semi-skilled,775,20150,8,48,2,1 day/week,Yes,2026
Kerala,Data Entry Operator,Semi-skilled,785,20410,8,48,2,1 day/week,Yes,2026
Telangana,Data Entry Operator,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Maharashtra,Data Entry Operator,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Data Entry Operator,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Gujarat,Data Entry Operator,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Rajasthan,Data Entry Operator,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Delhi,Data Entry Operator,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
West Bengal,Data Entry Operator,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Receptionist,Semi-skilled,780,20280,8,48,2,1 day/week,Yes,2026
Karnataka,Receptionist,Semi-skilled,790,20540,8,48,2,1 day/week,Yes,2026
Kerala,Receptionist,Semi-skilled,800,20800,8,48,2,1 day/week,Yes,2026
Telangana,Receptionist,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
Maharashtra,Receptionist,Semi-skilled,820,21320,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Receptionist,Semi-skilled,830,21580,8,48,2,1 day/week,Yes,2026
Gujarat,Receptionist,Semi-skilled,840,21840,8,48,2,1 day/week,Yes,2026
Rajasthan,Receptionist,Semi-skilled,850,22100,8,48,2,1 day/week,Yes,2026
Delhi,Receptionist,Semi-skilled,860,22360,8,48,2,1 day/week,Yes,2026
West Bengal,Receptionist,Semi-skilled,870,22620,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Cook,Semi-skilled,795,20670,8,48,2,1 day/week,Yes,2026
Karnataka,Cook,Semi-skilled,805,20930,8,48,2,1 day/week,Yes,2026
Kerala,Cook,Semi-skilled,815,21190,8,48,2,1 day/week,Yes,2026
Telangana,Cook,Semi-skilled,825,21450,8,48,2,1 day/week,Yes,2026
Maharashtra,Cook,Semi-skilled,835,21710,8,48,2,1 day/week,Yes,2026
Andhra Pradesh,Cook,Semi-skilled,845,21970,8,48,2,1 day/week,Yes,2026
Gujarat,Cook,Semi-skilled,855,22230,8,48,2,1 day/week,Yes,2026
Rajasthan,Cook,Semi-skilled,865,22490,8,48,2,1 day/week,Yes,2026
Delhi,Cook,Semi-skilled,875,22750,8,48,2,1 day/week,Yes,2026
West Bengal,Cook,Semi-skilled,885,23010,8,48,2,1 day/week,Yes,2026
Tamil Nadu,Construction Labourer,Semi-skilled,810,21060,8,48,2,1 day/week,Yes,2026
